,Emotion,Dialogue_ID
185,3,26
186,5,27
187,4,27
188,4,27
189,4,27
190,3,27
191,3,28
192,0,28
193,0,28
194,0,28
195,4,28
196,0,28
197,3,28
198,3,28
199,3,29
200,3,29
201,3,30
202,1,30
203,1,31
204,6,31
205,4,31
206,4,32
207,4,32
208,0,33
209,3,33
210,4,33
211,4,34
212,4,34
213,4,35
214,2,35
215,4,35
216,2,35
217,2,36
218,3,36
219,3,37
220,3,37
221,3,37
222,3,37
223,4,38
224,4,38
225,4,38
226,3,38
227,4,38
228,3,38
229,5,38
230,6,38
231,2,38
232,4,39
233,4,39
234,4,40
235,3,40
236,3,40
237,3,40
238,4,40
239,4,40
240,4,40
241,3,40
242,3,40
243,6,40
244,4,40
245,3,41
246,3,41
247,3,41
248,3,41
249,4,41
250,4,41
251,4,41
252,4,41
253,3,41
254,3,41
255,4,42
256,3,42
257,4,42
258,6,42
259,3,43
260,6,43
261,6,43
262,0,43
263,1,43
264,4,43
265,4,43
266,1,43
267,4,43
268,3,43
269,6,44
270,4,44
271,0,44
272,1,44
273,4,44
274,4,44
275,1,44
276,1,45
277,4,45
278,6,45
279,4,45
280,6,46
281,0,46
282,4,46
283,6,46
284,0,47
285,6,47
286,6,48
287,3,48
288,3,49
289,4,49
290,4,49
291,4,49
292,4,50
293,4,50
294,4,51
295,4,51
296,4,52
297,4,52
298,4,52
299,3,52
300,6,52
301,4,52
302,4,52
303,3,52
304,2,52
305,3,53
306,3,53
307,3,53
308,3,53
309,4,53
310,4,53
311,4,53
312,4,53
313,4,53
314,4,53
315,4,53
316,6,53
317,4,53
318,4,53
319,6,54
320,4,54
321,3,54
322,3,54
323,3,54
324,5,54
325,4,54
326,4,54
327,4,55
328,6,55
329,4,55
330,4,56
331,4,56
332,4,56
333,4,56
334,4,56
335,5,56
336,4,57
337,3,57
338,3,57
339,4,57
340,4,57
341,4,57
342,4,57
343,4,57
344,5,58
345,3,58
346,0,59
347,0,59
348,0,59
349,3,59
350,2,59
351,3,59
352,2,59
353,5,59
354,6,60
355,3,60
356,4,60
357,3,60
358,0,60
359,0,60
360,0,60
361,0,60
362,0,60
363,6,60
364,6,61
365,4,61
366,4,62
367,3,62
368,4,62
369,4,62
370,2,62
371,3,63
372,4,63
373,4,63
374,0,63
375,6,63
376,0,63
377,2,63
378,4,63
379,4,63
380,2,63
381,4,63
382,0,63
383,0,64
384,6,64
385,4,65
386,4,65
387,4,65
388,4,66
389,4,66
390,6,67
391,4,67
392,4,68
393,4,68
394,4,68
395,6,68
396,4,69
397,6,69
398,4,69
399,6,70
400,6,70
401,4,70
402,3,70
403,3,70
404,0,70
405,0,70
406,0,70
407,6,71
408,4,71
409,6,71
410,3,71
411,3,71
412,0,71
413,0,71
414,0,71
415,4,71
416,4,72
417,4,72
418,4,73
419,2,73
420,6,74
421,4,74
422,3,74
423,3,74
424,0,74
425,0,74
426,0,74
427,2,74
428,4,74
429,2,75
430,3,75
431,3,76
432,4,76
433,4,77
434,4,77
435,4,77
436,4,77
437,4,78
438,6,78
439,4,78
440,4,79
441,4,79
442,4,80
443,3,80
444,3,80
445,3,81
446,4,81
447,4,82
448,4,82
449,4,82
450,3,82
451,4,82
452,4,82
453,4,82
454,4,82
455,4,82
456,6,82
457,4,82
458,4,82
459,1,82
460,6,83
461,3,83
462,3,83
463,3,83
464,3,83
465,4,84
466,4,84
467,4,84
468,5,84
469,5,84
470,4,85
471,4,85
472,5,85
473,4,86
474,3,86
475,3,86
476,1,86
477,0,87
478,4,87
479,3,87
480,3,88
481,4,88
482,4,88
483,0,88
484,6,88
485,6,88
486,6,88
487,4,89
488,6,89
489,4,89
490,0,89
491,6,89
492,6,89
493,6,89
494,6,89
495,6,90
496,6,90
497,0,91
498,0,91
499,6,91
500,0,91
501,0,91
502,0,91
503,0,91
504,4,91
505,4,91
506,4,91
507,0,91
508,0,91
509,0,91
510,0,91
511,0,92
512,6,92
513,0,92
514,0,92
515,0,92
516,0,92
517,3,92
518,4,92
519,4,92
520,4,92
521,0,92
522,0,92
523,3,93
524,4,93
525,4,93
526,1,93
527,4,93
528,0,94
529,0,95
530,4,95
531,4,95
532,3,95
533,4,96
534,4,96
535,4,97
536,4,97
537,4,98
538,4,98
539,2,98
540,4,98
541,6,98
542,3,99
543,4,99
544,1,99
545,2,99
546,6,99
547,3,99
548,5,99
549,5,100
550,5,100
551,5,101
552,6,101
553,4,101
554,4,101
555,4,101
556,6,101
557,4,101
558,4,101
559,4,101
560,4,101
561,4,101
562,1,101
563,4,101
564,1,101
565,6,101
566,4,102
567,6,102
568,4,103
569,4,103
570,4,103
571,4,103
572,4,103
573,4,103
574,4,103
575,4,104
576,6,104
577,4,104
578,5,105
579,1,105
580,4,105
581,0,105
582,4,105
583,3,106
584,6,106
585,0,106
586,3,106
587,2,106
588,0,107
589,6,107
590,6,108
591,4,108
592,4,109
593,4,109
594,0,109
595,6,109
596,6,110
597,3,110
598,3,110
599,6,110
600,3,111
601,3,111
602,2,111
603,3,111
604,4,112
605,4,112
606,4,112
607,4,112
608,4,112
609,4,112
610,4,112
611,3,112
612,4,112
613,4,112
614,6,112
615,4,112
616,6,112
617,4,112
618,3,112
619,3,112
620,4,112
621,4,113
622,4,113
623,0,113
624,3,113
625,2,113
626,6,113
627,4,113
628,4,114
629,4,114
630,0,114
631,2,114
632,4,114
633,4,114
634,4,114
635,4,114
636,4,115
637,4,115
638,4,115
639,4,115
640,3,115
641,6,115
642,0,115
643,3,116
644,4,116
645,4,116
646,6,116
647,4,116
648,6,116
649,4,117
650,4,117
651,4,117
652,4,117
653,4,117
654,4,117
655,4,117
656,4,118
657,4,118
658,0,118
659,4,118
660,4,118
661,6,118
662,4,118
663,3,119
664,0,119
665,6,119
666,4,119
667,4,119
668,2,119
669,2,119
670,5,119
671,3,119
672,6,119
673,4,119
674,4,119
675,0,119
676,6,119
677,0,119
678,4,119
679,4,120
680,5,120
681,4,120
682,1,120
683,0,120
684,0,120
685,0,120
686,0,120
687,0,120
688,0,120
689,4,121
690,3,121
691,4,121
692,4,121
693,4,121
694,4,121
695,4,121
696,4,121
697,4,121
698,3,122
699,3,122
700,4,122
701,4,122
702,4,122
703,3,122
704,4,122
705,3,122
706,1,123
707,5,123
708,0,123
709,4,123
710,3,123
711,0,123
712,0,124
713,2,124
714,2,124
715,4,124
716,0,124
717,5,124
718,3,124
719,4,124
720,4,124
721,2,124
722,2,124
723,5,124
724,5,124
725,5,124
726,3,124
727,3,124
728,3,124
729,2,125
730,2,125
731,4,125
732,3,125
733,0,125
734,3,125
735,4,125
736,4,125
737,2,125
738,5,125
739,5,125
740,5,125
741,3,126
742,4,127
743,3,128
744,3,128
745,4,128
746,6,128
747,4,128
748,3,128
749,3,128
750,4,128
751,3,129
752,6,129
753,6,130
754,4,130
755,3,130
756,3,130
757,6,131
758,4,131
759,6,131
760,4,131
761,4,131
762,4,131
763,3,131
764,4,132
765,6,132
766,6,133
767,4,133
768,4,134
769,0,134
770,6,134
771,4,134
772,4,134
773,4,134
774,4,135
775,3,135
776,3,135
777,4,135
778,4,135
779,3,136
780,3,136
781,4,136
782,4,136
783,5,136
784,3,136
785,5,136
786,3,136
787,4,137
788,3,137
789,4,137
790,3,137
791,3,137
792,3,138
793,4,138
794,4,138
795,4,138
796,6,138
797,6,138
798,4,138
799,3,139
800,4,139
801,3,139
802,3,139
803,0,139
804,5,139
805,0,140
806,4,140
807,4,140
808,4,141
809,0,141
810,4,141
811,4,142
812,3,142
813,4,142
814,3,142
815,3,143
816,3,143
817,0,143
818,4,144
819,0,144
820,4,144
821,3,145
822,6,145
823,3,145
824,4,146
825,4,146
826,4,146
827,4,146
828,4,146
829,4,146
830,5,146
831,3,146
832,3,146
833,5,146
834,4,146
835,6,147
836,3,147
837,4,147
838,3,147
839,5,147
840,3,147
841,3,147
842,4,147
843,3,147
844,3,147
845,3,148
846,4,148
847,0,148
848,0,149
849,3,149
850,4,149
851,3,150
852,4,150
853,4,150
854,3,151
855,4,151
856,5,151
857,4,151
858,0,151
859,3,152
860,4,152
861,4,153
862,4,153
863,4,154
864,4,154
865,4,154
866,0,154
867,4,154
868,4,155
869,0,155
870,0,156
871,0,156
872,4,157
873,4,157
874,4,158
875,6,158
876,4,158
877,6,158
878,4,158
879,4,158
880,4,158
881,4,159
882,3,159
883,4,159
884,4,159
885,4,159
886,4,159
887,4,159
888,6,159
889,3,160
890,4,160
891,4,160
892,1,160
893,0,160
894,0,160
895,4,161
896,4,161
897,4,161
898,4,162
899,4,162
900,4,162
901,4,162
902,4,162
903,3,162
904,3,162
905,5,162
906,4,163
907,4,163
908,4,163
909,4,163
910,3,163
911,3,164
912,0,164
913,2,164
914,6,164
915,0,165
916,0,165
917,4,165
918,0,166
919,4,166
920,2,166
921,4,167
922,1,167
923,3,167
924,6,167
925,4,167
926,1,167
927,4,167
928,4,167
929,4,168
930,3,168
931,6,168
932,4,168
933,4,168
934,4,168
935,4,169
936,4,169
937,3,169
938,2,169
939,2,170
940,4,170
941,4,170
942,0,170
943,0,170
944,0,170
945,6,170
946,3,171
947,6,171
948,3,171
949,4,171
950,0,171
951,4,171
952,0,171
953,0,171
954,6,171
955,4,172
956,4,172
957,0,172
958,1,172
959,5,172
960,4,172
961,1,172
962,1,172
963,4,172
964,4,173
965,1,173
966,4,173
967,1,173
968,4,174
969,4,174
970,4,175
971,4,175
972,0,175
973,4,175
974,2,176
975,0,176
976,0,177
977,0,177
978,4,177
979,4,178
980,4,178
981,5,178
982,4,179
983,4,179
984,4,179
985,4,179
986,4,179
987,4,180
988,4,180
989,6,180
990,4,180
991,4,180
992,6,180
993,4,180
994,4,181
995,4,181
996,4,181
997,4,181
998,6,181
999,4,181
1000,4,181
1001,4,181
1002,4,181
1003,3,181
1004,5,182
1005,4,182
1006,5,182
1007,5,182
1008,5,183
1009,3,183
1010,3,184
1011,4,184
1012,4,184
1013,4,185
1014,3,185
1015,3,186
1016,3,186
1017,3,187
1018,3,187
1019,4,188
1020,3,188
1021,4,188
1022,4,188
1023,0,189
1024,3,190
1025,4,190
1026,3,190
1027,3,190
1028,4,190
1029,0,190
1030,0,190
1031,1,190
1032,4,190
1033,3,190
1034,3,191
1035,4,191
1036,4,191
1037,3,191
1038,3,191
1039,4,191
1040,0,191
1041,0,191
1042,1,191
1043,4,191
1044,3,191
1045,4,192
1046,4,192
1047,4,192
1048,4,193
1049,6,193
1050,4,193
1051,6,193
1052,6,194
1053,1,194
1054,4,195
1055,4,195
1056,2,195
1057,4,195
1058,1,195
1059,0,195
1060,5,195
1061,4,195
1062,4,195
1063,3,195
1064,3,195
1065,4,195
1066,3,195
1067,4,195
1068,3,195
1069,3,196
1070,6,196
1071,4,196
1072,4,196
1073,3,196
1074,6,196
1075,0,196
1076,4,196
1077,4,196
1078,4,196
1079,4,196
1080,4,196
1081,4,196
1082,3,197
1083,3,197
1084,6,197
1085,0,197
1086,4,197
1087,4,197
1088,4,197
1089,4,197
1090,4,197
1091,4,198
1092,4,198
1093,4,199
1094,4,199
1095,0,199
1096,3,200
1097,3,200
1098,3,200
1099,3,200
1100,4,200
1101,2,200
1102,4,200
1103,0,200
1104,3,200
1105,4,200
1106,4,200
1107,0,200
1108,0,200
1109,4,200
1110,0,201
1111,4,201
1112,4,201
1113,4,201
1114,4,201
1115,0,201
1116,4,202
1117,3,202
1118,4,202
1119,4,203
1120,4,203
1121,4,203
1122,2,203
1123,4,203
1124,4,203
1125,4,203
1126,4,204
1127,6,204
1128,4,205
1129,4,205
1130,4,205
1131,3,206
1132,4,206
1133,6,206
1134,3,206
1135,4,206
1136,4,206
1137,3,206
1138,3,206
1139,6,207
1140,3,207
1141,4,209
1142,4,209
1143,4,209
1144,4,210
1145,4,210
1146,2,210
1147,4,211
1148,4,211
1149,3,211
1150,4,211
1151,4,212
1152,4,212
1153,4,212
1154,4,213
1155,4,213
1156,3,213
1157,4,214
1158,4,214
1159,4,214
1160,4,214
1161,4,214
1162,4,215
1163,4,215
1164,4,216
1165,3,216
1166,4,216
1167,3,216
1168,3,217
1169,4,217
1170,4,217
1171,4,218
1172,1,218
1173,4,218
1174,4,218
1175,2,218
1176,2,218
1177,2,218
1178,0,218
1179,3,218
1180,1,219
1181,0,219
1182,4,219
1183,4,219
1184,2,219
1185,2,219
1186,2,219
1187,0,219
1188,0,220
1189,3,220
1190,3,220
1191,3,220
1192,4,220
1193,4,220
1194,4,220
1195,3,221
1196,5,221
1197,5,221
1198,5,221
1199,3,221
1200,4,222
1201,6,222
1202,0,222
1203,0,223
1204,4,223
1205,4,224
1206,3,224
1207,3,225
1208,2,225
1209,3,225
1210,4,225
1211,6,225
1212,2,225
1213,2,225
1214,4,225
1215,6,225
1216,4,225
1217,6,225
1218,4,225
1219,4,225
1220,2,225
1221,4,225
1222,1,225
1223,6,225
1224,1,225
1225,6,226
1226,6,226
1227,0,226
1228,0,226
1229,1,226
1230,4,227
1231,0,227
1232,4,227
1233,4,227
1234,4,227
1235,4,227
1236,4,227
1237,3,227
1238,4,227
1239,4,228
1240,4,228
1241,4,228
1242,4,228
1243,4,228
1244,4,228
1245,3,228
1246,4,228
1247,4,228
1248,4,229
1249,6,229
1250,4,229
1251,3,229
1252,3,229
1253,4,230
1254,4,230
1255,4,230
1256,4,231
1257,4,231
1258,0,231
1259,4,231
1260,6,231
1261,6,232
1262,6,232
1263,4,233
1264,4,233
1265,5,233
1266,6,233
1267,4,233
1268,4,233
1269,4,233
1270,5,233
1271,3,234
1272,4,234
1273,3,234
1274,4,234
1275,4,235
1276,6,235
1277,4,235
1278,3,235
1279,0,235
1280,3,235
1281,4,236
1282,4,236
1283,4,236
1284,5,236
1285,5,236
1286,6,236
1287,4,236
1288,4,236
1289,4,236
1290,4,236
1291,2,237
1292,3,237
1293,6,237
1294,4,237
1295,2,237
1296,2,238
1297,4,238
1298,4,239
1299,4,239
1300,4,239
1301,4,239
1302,4,239
1303,4,239
1304,4,239
1305,4,240
1306,4,240
1307,4,241
1308,4,241
1309,4,241
1310,4,241
1311,4,241
1312,4,242
1313,3,242
1314,3,243
1315,1,243
1316,1,244
1317,0,244
1318,4,244
1319,5,244
1320,6,245
1321,2,245
1322,4,245
1323,4,245
1324,4,245
1325,1,245
1326,1,245
1327,4,245
1328,6,246
1329,2,246
1330,4,246
1331,4,246
1332,4,246
1333,4,246
1334,3,246
1335,3,246
1336,1,246
1337,4,246
1338,4,246
1339,3,247
1340,1,247
1341,4,247
1342,4,247
1343,1,247
1344,1,247
1345,6,248
1346,0,248
1347,0,248
1348,0,248
1349,0,248
1350,4,248
1351,0,248
1352,4,248
1353,0,248
1354,4,248
1355,0,248
1356,3,249
1357,6,249
1358,4,249
1359,1,249
1360,5,249
1361,5,250
1362,3,250
1363,3,250
1364,6,250
1365,5,250
1366,3,250
1367,3,251
1368,4,251
1369,4,251
1370,4,251
1371,4,251
1372,4,251
1373,4,251
1374,4,251
1375,6,251
1376,3,252
1377,0,252
1378,3,252
1379,3,253
1380,0,253
1381,0,254
1382,4,254
1383,0,254
1384,4,254
1385,5,254
1386,4,254
1387,4,255
1388,4,255
1389,0,255
1390,4,256
1391,4,256
1392,3,256
1393,3,256
1394,3,256
1395,3,256
1396,4,256
1397,3,256
1398,4,256
1399,3,256
1400,3,257
1401,5,257
1402,5,257
1403,5,258
1404,1,258
1405,5,258
1406,0,258
1407,6,258
1408,0,258
1409,4,258
1410,4,258
1411,0,258
1412,6,258
1413,6,258
1414,3,259
1415,4,259
1416,4,259
1417,1,259
1418,4,259
1419,4,259
1420,4,259
1421,4,259
1422,4,259
1423,1,259
1424,4,259
1425,6,259
1426,4,259
1427,4,259
1428,4,259
1429,4,259
1430,6,259
1431,3,259
1432,4,260
1433,5,260
1434,5,261
1435,4,261
1436,6,262
1437,4,262
1438,5,262
1439,6,262
1440,5,262
1441,4,262
1442,5,262
1443,4,262
1444,5,262
1445,4,262
1446,4,263
1447,4,263
1448,4,263
1449,4,263
1450,4,263
1451,4,263
1452,4,263
1453,4,263
1454,4,264
1455,4,264
1456,6,264
1457,4,264
1458,4,264
1459,0,265
1460,0,265
1461,3,265
1462,0,265
1463,6,265
1464,1,265
1465,4,265
1466,4,265
1467,3,265
1468,0,265
1469,4,265
1470,4,265
1471,0,265
1472,6,265
1473,4,266
1474,4,266
1475,0,266
1476,0,267
1477,3,267
1478,3,268
1479,6,268
1480,3,268
1481,4,269
1482,4,269
1483,6,269
1484,4,270
1485,4,270
1486,4,270
1487,4,270
1488,4,270
1489,4,270
1490,4,270
1491,4,270
1492,4,271
1493,3,271
1494,4,272
1495,4,272
1496,4,273
1497,5,273
1498,5,274
1499,3,274
1500,3,275
1501,4,275
1502,4,276
1503,4,276
1504,4,276
1505,4,276
1506,6,276
1507,3,276
1508,6,277
1509,0,277
1510,2,277
1511,2,277
1512,0,277
1513,6,277
1514,0,278
1515,4,278
1516,2,278
1517,2,278
1518,0,278
1519,6,279
1520,0,279
1521,1,279
1522,1,280
1523,1,280
1524,1,280
1525,0,280
1526,0,280
1527,3,280
1528,1,280
1529,1,281
1530,1,281
1531,0,281
1532,0,281
1533,1,281
1534,6,281
1535,4,281
1536,2,282
1537,2,282
1538,0,282
1539,1,282
1540,1,282
1541,0,282
1542,0,282
1543,4,282
1544,6,282
1545,4,283
1546,5,283
1547,4,283
1548,0,283
1549,4,283
1550,4,283
1551,4,283
1552,4,283
1553,4,283
1554,5,283
1555,5,283
1556,4,284
1557,4,284
1558,4,284
1559,3,284
1560,6,284
1561,1,284
1562,6,284
1563,4,284
1564,0,284
1565,0,285
1566,4,285
1567,0,285
1568,0,285
1569,0,285
1570,6,285
1571,1,285
1572,4,285
1573,4,285
1574,4,285
1575,4,285
1576,4,285
1577,6,285
1578,4,285
1579,2,285
1580,4,285
1581,0,285
1582,0,285
1583,5,285
1584,5,285
1585,5,286
1586,4,286
1587,4,286
1588,3,286
1589,2,287
1590,4,287
1591,4,288
1592,0,288
1593,5,288
1594,3,289
1595,3,289
1596,3,289
1597,3,289
1598,6,289
1599,4,289
1600,0,289
1601,3,289
1602,5,289
1603,4,289
1604,4,289
1605,4,289
1606,0,289
1607,4,289
1608,6,290
1609,3,290
1610,4,290
1611,4,290
1612,4,290
1613,6,290
1614,6,291
1615,5,291
1616,5,291
1617,5,291
1618,4,292
1619,3,292
1620,4,292
1621,3,292
1622,4,292
1623,4,293
1624,6,293
1625,4,293
1626,1,293
1627,4,293
1628,4,294
1629,0,294
1630,0,294
1631,0,294
1632,3,295
1633,3,295
1634,3,296
1635,0,296
1636,6,296
1637,0,296
1638,0,296
1639,0,296
1640,4,296
1641,0,297
1642,6,297
1643,0,297
1644,0,297
1645,4,297
1646,4,298
1647,4,298
1648,3,298
1649,3,298
1650,3,298
1651,6,298
1652,4,298
1653,3,298
1654,6,298
1655,3,298
1656,4,298
1657,4,298
1658,4,298
1659,5,299
1660,0,299
1661,6,299
1662,0,299
1663,4,299
1664,6,299
1665,4,299
1666,2,299
1667,6,299
1668,3,299
1669,4,299
1670,5,300
1671,0,300
1672,0,300
1673,4,300
1674,4,300
1675,4,300
1676,3,301
1677,3,301
1678,3,302
1679,3,302
1680,4,303
1681,4,303
1682,6,303
1683,5,303
1684,6,303
1685,4,304
1686,6,304
1687,6,305
1688,4,305
1689,3,306
1690,3,306
1691,3,306
1692,6,306
1693,3,306
1694,3,306
1695,3,306
1696,3,307
1697,3,307
1698,6,307
1699,3,307
1700,3,307
1701,3,307
1702,4,307
1703,4,308
1704,3,308
1705,4,308
1706,4,308
1707,5,308
1708,4,308
1709,5,308
1710,3,308
1711,4,308
1712,3,308
1713,4,308
1714,5,308
1715,4,309
1716,4,309
1717,4,309
1718,5,309
1719,3,309
1720,3,309
1721,4,309
1722,4,309
1723,5,309
1724,4,309
1725,5,310
1726,5,310
1727,4,310
1728,4,310
1729,4,311
1730,3,311
1731,4,311
1732,4,311
1733,4,311
1734,6,311
1735,4,312
1736,4,312
1737,4,313
1738,0,313
1739,0,313
1740,6,313
1741,4,313
1742,4,313
1743,6,313
1744,0,313
1745,0,313
1746,4,313
1747,2,314
1748,4,314
1749,6,314
1750,5,314
1751,2,314
1752,4,314
1753,4,314
1754,3,314
1755,3,314
1756,4,315
1757,3,315
1758,4,315
1759,6,315
1760,4,315
1761,3,315
1762,2,315
1763,3,315
1764,4,315
1765,4,315
1766,4,315
1767,4,315
1768,4,315
1769,4,315
1770,4,315
1771,3,315
1772,3,315
1773,3,315
1774,3,315
1775,4,316
1776,4,316
1777,4,316
1778,3,317
1779,6,317
1780,4,317
1781,4,317
1782,6,318
1783,0,318
1784,5,318
1785,0,318
1786,0,319
1787,4,319
1788,4,319
1789,4,319
1790,4,320
1791,0,320
1792,0,321
1793,4,321
1794,4,322
1795,5,322
1796,0,323
1797,4,323
1798,4,323
1799,4,323
1800,4,324
1801,4,324
1802,4,324
1803,4,324
1804,4,324
1805,6,324
1806,4,324
1807,4,324
1808,0,324
1809,4,324
1810,0,324
1811,4,324
1812,4,324
1813,4,324
1814,3,325
1815,3,325
1816,4,325
1817,6,326
1818,4,326
1819,6,326
1820,1,326
1821,4,326
1822,1,326
1823,6,326
1824,4,326
1825,4,326
1826,5,326
1827,4,326
1828,3,327
1829,4,327
1830,4,327
1831,4,327
1832,6,327
1833,4,327
1834,6,327
1835,6,327
1836,4,328
1837,4,328
1838,3,328
1839,3,328
1840,4,328
1841,4,328
1842,4,328
1843,3,328
1844,4,328
1845,3,329
1846,3,329
1847,0,329
1848,0,329
1849,4,329
1850,0,329
1851,6,329
1852,0,329
1853,3,330
1854,0,330
1855,0,330
1856,0,330
1857,3,330
1858,3,331
1859,3,331
1860,3,332
1861,3,332
1862,3,332
1863,3,333
1864,4,333
1865,4,333
1866,5,333
1867,6,333
1868,3,334
1869,3,335
1870,3,335
1871,4,335
1872,6,335
1873,0,335
1874,6,336
1875,0,336
1876,4,336
1877,4,336
1878,5,336
1879,6,336
1880,5,336
1881,4,337
1882,5,337
1883,4,337
1884,5,337
1885,6,338
1886,4,338
1887,6,338
1888,6,339
1889,6,339
1890,6,340
1891,6,340
1892,6,341
1893,4,341
1894,4,341
1895,4,341
1896,4,342
1897,6,342
1898,4,342
1899,4,343
1900,3,343
1901,4,344
1902,4,344
1903,2,344
1904,3,344
1905,3,344
1906,3,344
1907,3,345
1908,2,345
1909,3,345
1910,3,345
1911,5,345
1912,3,345
1913,4,345
1914,3,346
1915,4,346
1916,4,347
1917,4,347
1918,4,347
1919,4,347
1920,4,347
1921,4,347
1922,4,347
1923,4,347
1924,4,347
1925,4,347
1926,3,347
1927,4,347
1928,4,347
1929,4,347
1930,4,347
1931,4,347
1932,4,347
1933,4,347
1934,4,347
1935,4,348
1936,0,348
1937,3,349
1938,5,349
1939,5,349
1940,5,350
1941,6,350
1942,6,351
1943,6,351
1944,4,351
1945,6,351
1946,3,351
1947,2,351
1948,6,352
1949,6,352
1950,6,353
1951,3,353
1952,3,354
1953,4,354
1954,0,355
1955,4,355
1956,4,355
1957,6,355
1958,4,355
1959,4,356
1960,5,356
1961,5,356
1962,0,356
1963,0,356
1964,0,356
1965,0,356
1966,4,356
1967,0,356
1968,0,356
1969,4,356
1970,4,356
1971,4,356
1972,4,356
1973,4,356
1974,4,356
1975,4,357
1976,6,357
1977,4,357
1978,4,357
1979,3,357
1980,4,357
1981,4,357
1982,4,357
1983,3,357
1984,4,357
1985,4,357
1986,3,357
1987,4,357
1988,4,357
1989,4,357
1990,4,357
1991,4,357
1992,3,357
1993,3,358
1994,4,358
1995,4,358
1996,3,358
1997,3,359
1998,3,359
1999,3,359
2000,5,359
2001,4,359
2002,4,359
2003,0,359
2004,6,359
2005,4,359
2006,0,359
2007,4,359
2008,6,359
2009,0,359
2010,0,359
2011,4,359
2012,0,359
2013,4,359
2014,0,359
2015,4,360
2016,3,360
2017,3,361
2018,0,361
2019,4,362
2020,6,362
2021,6,362
2022,5,362
2023,6,362
2024,6,362
2025,4,362
2026,6,362
2027,2,362
2028,6,362
2029,6,363
2030,4,363
2031,6,363
2032,5,363
2033,6,363
2034,6,363
2035,6,363
2036,6,364
2037,6,364
2038,6,365
2039,4,365
2040,3,366
2041,3,366
2042,3,366
2043,3,366
2044,4,366
2045,6,366
2046,5,367
2047,6,367
2048,4,367
2049,4,367
2050,6,368
2051,3,368
2052,4,368
2053,3,368
2054,3,369
2055,6,369
2056,4,369
2057,6,369
2058,4,369
2059,4,369
2060,4,370
2061,4,370
2062,0,370
2063,0,370
2064,0,370
2065,4,370
2066,2,371
2067,4,371
2068,4,372
2069,4,372
2070,4,372
2071,4,373
2072,4,373
2073,4,374
2074,0,374
2075,0,375
2076,0,376
2077,0,377
2078,4,378
2079,4,379
2080,6,379
2081,0,379
2082,3,379
2083,3,380
2084,4,380
2085,4,381
2086,4,381
2087,4,382
2088,3,382
2089,3,383
2090,4,383
2091,4,383
2092,3,383
2093,4,383
2094,4,384
2095,3,384
2096,3,385
2097,4,385
2098,0,386
2099,4,386
2100,4,386
2101,3,386
2102,4,386
2103,4,386
2104,4,386
2105,5,387
2106,4,387
2107,4,387
2108,3,387
2109,3,387
2110,1,387
2111,1,388
2112,3,388
2113,5,389
2114,4,389
2115,4,389
2116,3,389
2117,3,389
2118,3,389
2119,1,389
2120,4,390
2121,3,390
2122,3,390
2123,4,390
2124,4,390
2125,6,390
2126,4,390
2127,4,390
2128,4,391
2129,3,391
2130,4,392
2131,4,392
2132,3,392
2133,1,392
2134,3,392
2135,4,392
2136,1,392
2137,4,392
