,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
116,Oh my god. You are pure evil.,Ross,1,negative,13,6
117,"Ok, pure evil , horny and alone . I've done this",Chandler,0,negative,13,7
118,Nobody!,Phoebe,0,negative,14,0
119,Nobody respects the bucket!,Phoebe,0,negative,14,1
120,You wouldn't believe what people put in here!,Phoebe,0,negative,14,2
121,Look!,Phoebe,0,negative,14,3
122,"Okay, does this look like a garbage can to you?",Phoebe,0,negative,14,4
123,No.,Monica,4,neutral,14,5
124,This is my wedding.,Ross,4,neutral,15,0
125,"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",Monica,0,negative,15,1
126,Fine. You’ll-you’ll watch it on video when we get back.,Ross,4,neutral,15,2
127,Fine. You’ll-you’ll watch it on video when we get back.,Ross,4,neutral,16,0
128,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,3,positive,16,1
129,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,3,positive,17,0
130,Thank you.,Phoebe,4,neutral,17,1
131,Thank you.,Phoebe,4,neutral,17,2
132,Thank you.,Phoebe,4,neutral,18,0
133,Thank you.,Phoebe,4,neutral,18,1
134,"All right, let’s go! Bye, Pheebs!",Ross,3,positive,18,2
135,"All right, let’s go! Bye, Pheebs!",Ross,3,positive,19,0
136,"Bye, Pheebs!",Joey,3,positive,19,1
137,London baby!!,Joey,3,positive,19,2
138,Thank you.,Phoebe,4,neutral,20,0
139,Thank you.,Phoebe,4,neutral,20,1
140,"Bye, Pheebs!",Joey,3,positive,20,2
141,London baby!!,Joey,3,positive,20,3
142,"Oh, do you need a hug? You don’t have to bring me anything!",Phoebe,3,positive,20,4
143,Hey!,Chandler,4,neutral,21,0
144,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I’ll have my health insurance back in no time.,Joey,3,positive,21,1
145,"That’s great, but shouldn’t you be on the toilet right now?",Chandler,1,negative,21,2
146,What?!,Joey,6,negative,21,3
147,What’s wrong with you?,Chandler,1,negative,21,4
148,Nothing!,Joey,4,neutral,21,5
149,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",Joey,2,negative,21,6
150,"But um, I don’t think it’s anything serious.",Joey,4,neutral,21,7
151,This sounds like a hernia. You have to?you-you go to the doctor!,Chandler,6,negative,21,8
152,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",Joey,2,negative,21,9
153,That’s a hernia.,Chandler,1,negative,21,10
154,Why did I have to start working out again?  Damn you 15s!,Joey,0,negative,21,11
155,I love your place! Where is this guy from?,Mona,3,positive,22,0
156,Uh that’s an eighteenth century Indian artifact from Calcutta.,Ross,4,neutral,22,1
157,"Oh wow! So, you’re more than just dinosaurs.",Mona,6,positive,22,2
158,So much more.,Ross,4,neutral,22,3
159,"Well, well to sum up, we’re having fun, you look young.",Ross,4,neutral,23,0
160,Okay,Mona,4,neutral,23,1
161,But that’s not enough. So… So…here’s a key to my apartment.,Ross,4,neutral,23,2
162,Really?!,Mona,6,positive,23,3
163,Really.,Ross,4,neutral,23,4
164,You don’t think this is too fast.,Mona,4,neutral,23,5
165,Get Out!,Ross,0,negative,24,0
166,"Ross, can I talk to you for a minute?",Charlie,4,neutral,24,1
167,"Yes, please!  So, what's going on?",Ross,4,neutral,24,2
168,"Uh, well... Joey and I broke up.",Charlie,5,negative,24,3
169,"Oh my God, wh-what happened?",Ross,6,negative,24,4
170,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,5,negative,24,5
171,I knew that was him!,Ross,0,negative,24,6
172,"Anyway I just, uh, I think it's for the best.",Charlie,5,negative,24,7
173,"Hey, you ok?",Ross,4,neutral,24,8
174,I guess.,Charlie,5,negative,24,9
175,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,4,neutral,24,10
176,I started to realize that I was having feelings for someone  else.,Charlie,4,neutral,24,11
177,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,4,neutral,24,12
178,"Yeah, can you guys just throw him in the pool later?",Charlie,4,neutral,24,13
179,"Ok, gentlemen!",Ross,0,negative,24,14
180,Please!,Ross,0,negative,24,15
181,Aren't we a little old for this?,Ross,0,negative,24,16
182,"I mean, we're scientists, right?",Ross,4,neutral,24,17
183,We're academics.,Ross,0,negative,24,18
184,And most importantly I... you-you will have to catch us first.,Ross,3,positive,24,19
185,"GO, GO, GO!",Ross,3,positive,24,20
186,I guess.,Charlie,5,negative,25,0
187,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,4,neutral,25,1
188,I started to realize that I was having feelings for someone  else.,Charlie,4,neutral,25,2
189,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,4,neutral,25,3
190,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,4,neutral,26,0
191,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,4,neutral,26,1
192,"Ok, gentlemen!",Ross,0,negative,26,2
193,Please!,Ross,0,negative,26,3
194,Aren't we a little old for this?,Ross,0,negative,26,4
195,"I mean, we're scientists, right?",Ross,4,neutral,26,5
196,We're academics.,Ross,0,negative,26,6
197,And most importantly I... you-you will have to catch us first.,Ross,3,positive,26,7
198,"GO, GO, GO!",Ross,3,positive,26,8
199,I guess.,Charlie,5,negative,27,0
200,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,4,neutral,27,1
201,I started to realize that I was having feelings for someone  else.,Charlie,4,neutral,27,2
202,"Yeah, can you guys just throw him in the pool later?",Charlie,4,neutral,27,3
203,Or we could throw you both in,Professore Clerk,3,positive,27,4
204,Or we could throw you both in,Professore Clerk,3,positive,28,0
205,"Ok, gentlemen!",Ross,0,negative,28,1
206,Please!,Ross,0,negative,28,2
207,Aren't we a little old for this?,Ross,0,negative,28,3
208,"I mean, we're scientists, right?",Ross,4,neutral,28,4
209,We're academics.,Ross,0,negative,28,5
210,And most importantly I... you-you will have to catch us first.,Ross,3,positive,28,6
211,"GO, GO, GO!",Ross,3,positive,28,7
212,"Go, go, go!",Ross,3,positive,29,0
213,"Oh yeah, now everybody wants to be under this hat!",Rachel,3,positive,29,1
214,"Oh yeah, now everybody wants to be under this hat!",Rachel,3,positive,30,0
215,Oy!!,Phoebe,1,negative,30,1
216,Oy!!,Phoebe,1,negative,31,0
217,What’s with all this sand?,Monica,6,negative,31,1
218,"Oh, yeah, Bob said there might be flood damage.",Phoebe,4,neutral,31,2
219,"Oh, yeah, Bob said there might be flood damage.",Phoebe,4,neutral,32,0
220,"Yeah, either that, or he has a really big cat.",Ross,4,neutral,32,1
221,"Okay, see that blind guy right there? I'm gonna bash his head in later.",Joey,0,negative,33,0
222,"Oh umm, my big scene is coming up. Big scene coming up.",Joey,3,positive,33,1
223,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",Chandler,4,neutral,33,2
224,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",Chandler,4,neutral,34,0
225,Rach? What are you doing?,Monica,4,neutral,34,1
226,Rach? What are you doing?,Monica,4,neutral,35,0
227,"Oh boy, I just can't watch. It's too scary!",Rachel,2,negative,35,1
228,It's a diaper commercial.,Monica,4,neutral,35,2
229,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",Rachel,2,negative,35,3
230,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",Rachel,2,negative,36,0
231,Pizza delivery!,Caitlin,3,positive,36,1
232,Pizza delivery!,Caitlin,3,positive,37,0
233,I'll get it! I will get that!,Ross,3,positive,37,1
234,Hi!,Caitlin,3,positive,37,2
235,Hi!,Ross,3,positive,37,3
236,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Ross,4,neutral,38,0
237,"Uhh, the ball thing.",Joey,4,neutral,38,1
238,Yeah?,Ross,4,neutral,38,2
239,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",Joey,3,positive,38,3
240,"Uhh,",Ross,4,neutral,38,4
241,Okay!,Joey,3,positive,38,5
242,Uh-oh.,Joey,2,negative,38,6
243,What?,Ross,4,neutral,38,7
244,I have to pee. And Rachel's in the bathroom!,Joey,5,negative,38,8
245,"Man, I didn't think we were gonna make it!",Joey,6,positive,38,9
246,"I know!  Don't switch hands, okay?",Ross,2,negative,38,10
247,Hey.,Joey,4,neutral,39,0
248,Hey!,Phoebe,4,neutral,39,1
249,How did it go with Erin?,Rachel,4,neutral,40,0
250,"Oh, unbelievable! We had the best time!",Joey,3,positive,40,1
251,No!,Joey,3,positive,40,2
252,No!,Joey,3,positive,40,3
253,No!,Joey,3,positive,40,4
254,You guys were totally right!,Joey,3,positive,40,5
255,This is so much better than the first time we went out.,Joey,3,positive,40,6
256,Y’know?,Joey,4,neutral,40,7
257,"That was so awkward, we were really nervous.",Joey,4,neutral,40,8
258,"Yeah, that really calms me down.",Joey,4,neutral,40,9
259,And!,Joey,3,positive,40,10
260,We have so much in common!,Joey,3,positive,40,11
261,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",Joey,3,positive,40,12
262,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.",Rachel,6,positive,40,13
263,Okay.,Joey,4,neutral,40,14
264,"Oh, unbelievable! We had the best time!",Joey,3,positive,41,0
265,"Yay!! Oh so, you’re not, you’re not mad at us anymore?",Phoebe,3,positive,41,1
266,No!,Joey,3,positive,41,2
267,No!,Joey,3,positive,41,3
268,No!,Joey,3,positive,41,4
269,You guys were totally right!,Joey,3,positive,41,5
270,This is so much better than the first time we went out.,Joey,3,positive,41,6
271,Y’know?,Joey,4,neutral,41,7
272,"That was so awkward, we were really nervous.",Joey,4,neutral,41,8
273,Didn’t you sleep together?,Phoebe,4,neutral,41,9
274,"Yeah, that really calms me down.",Joey,4,neutral,41,10
275,And!,Joey,3,positive,41,11
276,We have so much in common!,Joey,3,positive,41,12
277,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",Joey,3,positive,41,13
278,How does she do that?,Monica,6,negative,42,0
279,I cannot sleep in a public place.,Ross,4,neutral,42,1
280,Would you look at her? She is so peaceful.,Monica,3,positive,42,2
281,"It's okay, y'know, you just nodded off again.",Ross,4,neutral,42,3
282,What's going on with you?,Monica,6,positive,42,4
283,Would you look at her? She is so peaceful.,Monica,3,positive,43,0
284,Oh! What what what! ...Hi.,Phoebe,6,positive,43,1
285,What's going on with you?,Monica,6,positive,43,2
286,I got no sleep last night!,Phoebe,0,negative,43,3
287,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,1,negative,43,4
288,"Oh, and deaf.",Phoebe,4,neutral,43,5
289,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,4,neutral,43,6
290,You have no idea how loud they are!,Phoebe,1,negative,43,7
291,"Well, if you want, you can stay with Rachel and me tonight.",Monica,4,neutral,43,8
292,Thanks.,Phoebe,3,positive,43,9
293,Oh! What what what! ...Hi.,Phoebe,6,positive,44,0
294,"It's okay, y'know, you just nodded off again.",Ross,4,neutral,44,1
295,I got no sleep last night!,Phoebe,0,negative,44,2
296,Why?,Ross,4,neutral,44,3
297,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,1,negative,44,4
298,"Oh, and deaf.",Phoebe,4,neutral,44,5
299,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,4,neutral,44,6
300,You have no idea how loud they are!,Phoebe,1,negative,44,7
301,Ew! What is that? Something exploded!,Joey,1,negative,45,0
302,"It's just her water breaking. Calm down, will you?",Nurse,4,neutral,45,1
303,"Water breaking, what do you mean? What's that, water breaking?",Joey,6,negative,45,2
304,"Breathe, breathe, breathe.",Nurse,4,neutral,45,3
305,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.",Monica,6,negative,46,0
306,Okay! You don’t think I thought of that?,Chandler,0,negative,46,1
307,"No, no, no, that’s Dina.",Monica,4,neutral,46,2
308,"You see you can’t tell which one is which either, dwha!!",Chandler,6,negative,46,3
309,Okay! You don’t think I thought of that?,Chandler,0,negative,47,0
310,How can you not know which one?,Phoebe,6,negative,47,1
311,How can you not know which one?,Phoebe,6,negative,48,0
312,I mean that’s unbelievable.,Rachel,3,positive,48,1
313,I mean that’s unbelievable.,Rachel,3,positive,49,0
314,"I mean, was it Gina?",Monica,4,neutral,49,1
315,"Dark, big hair, with the airplane earrings.",Rachel,4,neutral,49,2
316,"No, no, no, that’s Dina.",Monica,4,neutral,49,3
317,"I mean, was it Gina?",Monica,4,neutral,50,0
318,Which one is Gina?,Ross,4,neutral,50,1
319,Which one is Gina?,Ross,4,neutral,51,0
320,"Dark, big hair, with the airplane earrings.",Rachel,4,neutral,51,1
321,"I don’t know, you thought ‘See you Saturday’ was funny.",Rachel,4,neutral,52,0
322,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,4,neutral,52,1
323,You guys would never want to go to a lecture with me.,Rachel,4,neutral,52,2
324,Pa-haa!! I would love to go with you.,Ross,3,positive,52,3
325,Really!?,Rachel,6,positive,52,4
326,"Yeah, hey I-I have clothes, I even pick them out.",Ross,4,neutral,52,5
327,"I mean for, for all you know I could be a fashion..... monger.",Ross,4,neutral,52,6
328,"Okay. Honey, I would love for you to go with me.  What?",Rachel,3,positive,52,7
329,"What should I wear, now I’m all nervous.",Ross,2,negative,52,8
330,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,3,positive,53,0
331,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,3,positive,53,1
332,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,3,positive,53,2
333,"Oh well, okay, good luck.",Joey,3,positive,53,3
334,: Yeah.,Mr. Treeger,4,neutral,53,4
335,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,4,neutral,53,5
336,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Mr. Treeger,4,neutral,53,6
337,Okay.,Joey,4,neutral,53,7
338,: Yeah.,Mr. Treeger,4,neutral,53,8
339,Go get ‘em Treeger.,Joey,4,neutral,53,9
340,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,4,neutral,53,10
341,Really?,Joey,6,positive,53,11
342,": Yeah, you could dance real good with her, she’s the same size as me.",Mr. Treeger,4,neutral,53,12
343,"No, I’m good.",Joey,4,neutral,53,13
344,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,6,negative,54,0
345,"Well, unfortunately, I don't get many callbacks so",Joey,4,neutral,54,1
346,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,3,positive,54,2
347,Oh this is great! I might actually get to play Ben's dad!,Joey,3,positive,54,3
348,Yeah!,Ross,3,positive,54,4
349,"Man, this is gonna be kinda weird.",Joey,5,negative,54,5
350,"Yeah, it is.",Ross,4,neutral,54,6
351,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,4,neutral,54,7
352,"Well, unfortunately, I don't get many callbacks so",Joey,4,neutral,55,0
353,Is it a good sign that they asked us to hang around after the audition?,Carol,6,positive,55,1
354,Who knows?,Joey,4,neutral,55,2
355,Who knows?,Joey,4,neutral,56,0
356,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,4,neutral,56,1
357,"Actually, that can't happen.",The Casting Director,4,neutral,56,2
358,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,4,neutral,56,3
359,So it'll be either you two  or you two.,The Casting Director,4,neutral,56,4
360,"Man, this is gonna be kinda weird.",Joey,5,negative,56,5
361,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,4,neutral,57,0
362,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,3,positive,57,1
363,Yeah!,Ross,3,positive,57,2
364,"Actually, that can't happen.",The Casting Director,4,neutral,57,3
365,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,4,neutral,57,4
366,So it'll be either you two  or you two.,The Casting Director,4,neutral,57,5
367,"Yeah, it is.",Ross,4,neutral,57,6
368,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,4,neutral,57,7
369,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,5,negative,58,0
370,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",Chandler,3,positive,58,1
371,Please!,Ross,0,negative,59,0
372,Are you kidding?,Ross,0,negative,59,1
373,"I-I hurt three huge men, I gave a guy a bloody nose?I mean I-I’m not proud of it but, I really am.",Ross,0,negative,59,2
374,"And it’s all because of you, wonderful, amazing you.",Ross,3,positive,59,3
375,I think you’ve got concussion.,Emily,2,negative,59,4
376,"No, no, I’m serious. Thank you.",Ross,3,positive,59,5
377,You’re welcome.  I’m sorry. Did I hurt you?,Emily,2,negative,59,6
378,"It’s worth the pain.  Y’know what, you know what? It’s not.",Ross,5,negative,59,7
379,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,6,positive,60,0
380,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,3,positive,60,1
381,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,4,neutral,60,2
382,David is going to propose to Phoebe.,Chandler,3,positive,60,3
383,What?  Why?,Monica,6,negative,60,4
384,"Chandler, we have talked about this.",Monica,0,negative,60,5
385,You are not supposed to give people advice!,Monica,0,negative,60,6
386,Now couldn't you just have made some sort of inappropriate joke?,Monica,0,negative,60,7
387,I,Chandler,4,neutral,60,8
388,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,0,negative,60,9
389,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,0,negative,60,10
390,"Man, that's some",Chandler,6,positive,60,11
391,"Man, that's some",Chandler,6,positive,61,0
392,"Oh, that's not what you want...",Ross,4,neutral,61,1
393,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,4,neutral,62,0
394,It-it’s great to meet you Paul.,Ross,3,positive,62,1
395,Okay.,Ross,4,neutral,62,2
396,"I can, I can see that.",Ross,4,neutral,62,3
397,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,2,negative,62,4
398,It-it’s great to meet you Paul.,Ross,3,positive,63,0
399,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,Paul,4,neutral,63,1
400,"Of course, of course, Mr. Stevens.",Ross,4,neutral,63,2
401,"So Ross, what your problem?",Paul,0,negative,63,3
402,Eh-wh?Excuse me?,Ross,6,positive,63,4
403,Why can’t you get a girlfriend your own age?,Paul,0,negative,63,5
404,That’s funny. Umm….  It’s not funny.,Ross,2,negative,63,6
405,I,Paul,4,neutral,63,7
406,Okay.,Ross,4,neutral,63,8
407,"I can, I can see that.",Ross,4,neutral,63,9
408,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,2,negative,63,10
409,Okay.,Paul,4,neutral,63,11
410,What?,Ross,4,neutral,63,12
411,Okay. I’ll give you one chance to change my mind.  You got one minute.,Paul,0,negative,63,13
412,Okay. I’ll give you one chance to change my mind.  You got one minute.,Paul,0,negative,64,0
413,Daddy!,Elizabeth,6,negative,64,1
414,"Oh well, it’s not on TV yet.",Joey,4,neutral,65,0
415,"Well, then it’s not on the wall yet.",The Dry Cleaner,4,neutral,65,1
416,"Okay, fine, I will bring you a tape, huh?",Joey,4,neutral,65,2
417,"Okay, fine, I will bring you a tape, huh?",Joey,4,neutral,66,0
418,"So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",Phoebe,4,neutral,66,1
419,Ooooohh!,Joey and Chandler,6,negative,67,0
420,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Phoebe,4,neutral,67,1
421,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Phoebe,4,neutral,68,0
422,Was it...?,Monica,6,negative,68,1
423,"Oh, boy scouts could have camped under there.",Phoebe,4,neutral,68,2
424,Uma Thurman.,Phoebe,4,neutral,68,3
425,Oh!,Monica,6,positive,68,4
